"CALL_ID","MASTER_CUSTOMER_ID","CALL_DATE","DURATION_SECONDS","AGENT_NAME","CALL_TYPE","SENTIMENT","MP4_FILE_PATH","TRANSCRIPTION","SUMMARY","WAIT_SECONDS","WRAP_UP_SECONDS","RESOLVED_FIRST_CALL","CSAT_SCORE","NPS_SCORE","CHANNEL","ABANDONED","KEYWORDS"
"CALL-013","SF-00009019","2026-03-22 11:45:00.000",445,"James Kelly","Inbound","Negative","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_013.mp4","Agent: Good morning, James speaking.
Customer: James, Patricia Murphy. My invoice this month is wrong again. This is the third time.
Agent: I apologise sincerely, Patricia. Let me look into this right now.
Customer: I was charged 750 euro instead of 600. There is an extra line item I did not authorise.
Agent: I can see it. It looks like a training module was added to your account on the 5th. Did anyone on your team request that?
Customer: Absolutely not. This keeps happening and it is not acceptable.
Agent: You are completely right. I am removing the charge immediately and issuing a credit. I am also placing a lock on your account so no add-ons can be applied without your direct authorisation.
Customer: That should have been done after the first time.
Agent: I agree, and I apologise for the oversight. The credit of 150 euro will appear within 24 hours. Is there anything else?
Customer: No, but if it happens again I will be looking at other providers.
Agent: Understood, Patricia. I will personally ensure this does not recur.","Customer reported an incorrect invoice for the third time, with an unauthorized charge of 150 euros. The agent apologized, removed the charge, issued a credit, and placed a lock on the account to prevent future unauthorized add-ons. The customer expressed dissatisfaction and threatened to switch providers. The agent promised to prevent recurrence.",6,87,true,1.5,-31,"Chat",false,"new-customer,onboarding,setup"
"CALL-013","SF-00009001","2026-05-20 09:30:00.000",245,"James Kelly","Outbound","Positive","@ANDE_DB.PUBLIC.CALL_RECORDINGS_PUBLIC/call_013_smith.mp4","Agent: Hi John, this is James from Snowflake support. I'm calling to follow up on the enterprise license renewal we discussed last week.
Customer: Hi James, yes I was expecting your call. We've reviewed the proposal internally and the team is happy with the pricing.
Agent: That's great to hear. So you're good to proceed with the 3-year enterprise agreement?
Customer: Yes, we want to go ahead. The only thing we need is to add two more regions - EU West and AP Southeast.
Agent: Absolutely, I can add those. That would adjust the annual commitment slightly. Let me send you the updated contract today.
Customer: Perfect. And can you include the Cortex AI features in the bundle? We're very interested in using those.
Agent: Of course, Cortex Complete and Cortex Search are included in the enterprise tier. I'll make sure the contract reflects that.
Customer: Excellent. Looking forward to it. Talk soon.","The customer has agreed to renew the enterprise license with Snowflake for three years and requested the addition of EU West and AP Southeast regions. The contract will include Cortex AI features as per the customer's request.",6,87,true,4.5,79,"Chat",false,"new-customer,onboarding,setup"
"CALL-014","SF-00009001","2026-05-25 14:15:00.000",180,"Sarah O'Brien","Inbound","Neutral","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_014_smith.mp4","Customer: Hi, this is John Smith from Snowflake. I need to check the status of a support ticket I raised last Thursday.
Agent: Hi John, let me pull that up. Could you give me the ticket number?
Customer: It's SNOW-2026-14582. It's about the Dynamic Tables refresh lag we're seeing in production.
Agent: Found it. I can see our engineering team has been investigating. The issue appears to be related to an upstream dependency on a large staging table. They recommend increasing the target lag to 5 minutes during peak hours.
Customer: That makes sense. Can they also look at the query plan? I think there might be an inefficient join.
Agent: I'll add that note to the ticket and escalate to the performance team. You should hear back within 24 hours.
Customer: Thanks Sarah, appreciate it.","Customer John Smith from Snowflake inquired about a support ticket (SNOW-2026-14582) regarding Dynamic Tables refresh lag in production. The engineering team is investigating, and the issue seems to be linked to a large staging table. They suggest increasing the target lag to 5 minutes during peak hours. Customer requested the performance team to review the query plan for potential inefficiencies. The agent escalated the note and promised a response within 24 hours.",9,55,false,4.0,33,"Phone",false,"new-customer,onboarding,setup"
"CALL-015","SF-00009001","2026-05-27 11:00:00.000",420,"Maria Garcia","Inbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_015_smith.mp4","Customer: Hi Maria, John here. I wanted to discuss our Customer 360 project - we've built something quite impressive using Snowflake.
Agent: Hi John! I'd love to hear about it. What have you been building?
Customer: We've unified our Salesforce contacts with SAP customer master data using fuzzy matching. Over 6.5 million records matched. We're using Cortex Search for semantic contract search and Cortex Summarize for call transcription summaries.
Agent: That sounds fantastic. How's the performance been?
Customer: Brilliant. The golden table approach means search is sub-second even across millions of records. We built a React frontend with Next.js that connects via API routes.
Agent: Would you be open to presenting this at our next customer showcase? This is exactly the kind of use case other customers would benefit from hearing about.
Customer: Absolutely, I'd be happy to. Just let me know the date.
Agent: I'll send you an invite for June 15th. We'd love a 20-minute demo showing the fuzzy matching and the Cortex AI features.
Customer: Perfect, looking forward to it. The app really shows the power of having everything in one platform.","Customer John discussed the successful implementation of the Customer 360 project using Snowflake, which involved unifying Salesforce contacts with SAP customer master data using fuzzy matching, and using Cortex Search and Summarize for semantic search and call transcription summaries. The performance has been excellent, and a React frontend was built for the application. John agreed to present the project at the next customer showcase on June 15th.",30,49,true,4.7,99,"Email",false,"login,password,access,technical"
"CALL-017","SF-SF-0033r00003hMYRAAA4","2026-03-10 09:45:00.000",285,"Sarah O'Brien","Inbound","Neutral","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_017.mp4","Agent: Good morning, Sarah speaking. How can I help? Customer: Hi Sarah, John Smith from Snowflake here. I need to update our billing contact details. Agent: Of course, John. Let me pull up your account. Can you confirm your email? Customer: john.smith@snowflake.com. Agent: Perfect. What changes do you need? Customer: We have a new finance controller, need to redirect invoices to accounts-payable@snowflake.com instead of my personal email. Agent: No problem. I've updated the primary billing contact. Invoices from next month will go to that address. Would you like a confirmation email? Customer: Yes please, to my email. Agent: Done. Is there anything else I can help with? Customer: Actually, can you tell me when our contract renewal is due? Agent: Let me check... your current agreement expires on 30 September 2026. We'd typically start renewal discussions about 60 days prior. Customer: Great, thanks Sarah. Agent: You're welcome, John. Have a good day.","Customer John Smith from Snowflake contacted Sarah to update billing details, changing the email address for invoices from his personal email to accounts-payable@snowflake.com. Sarah confirmed the change and informed him of the upcoming contract renewal date, which is on 30 September 2026, with renewal discussions starting around 60 days prior.",16,116,false,4.0,45,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-018","SF-SF-0033r00003hMYRAAA4","2026-04-22 14:30:00.000",412,"James Kelly","Inbound","Negative","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_018.mp4","Agent: James Kelly speaking, how can I help? Customer: James, it's John Smith. We have a serious issue. Our data pipeline has been down since this morning and our production dashboards are showing no data. Agent: I'm sorry to hear that John. Let me check your account immediately. When did you first notice this? Customer: About 7am. The warehouse seems to be stuck in a queued state. Nothing is processing. Agent: I can see the issue. There was a scheduled maintenance window that affected your region. It should have completed by 6am but it appears to have overrun. Customer: Nobody told us about maintenance. We have SLAs with our own customers that depend on this data being fresh. Agent: You're right, and I apologise. The notification should have gone out 72 hours prior. Let me escalate this to engineering immediately and get your warehouse prioritised. Customer: How long to fix? Agent: I'm going to get an engineer on this right now. Can I call you back within 30 minutes with an update? Customer: Fine, but we need this resolved within the hour. Agent: Understood. I'll call you back shortly.","Customer reported data pipeline issue at 7am, with no data in production dashboards. Agent confirmed a scheduled maintenance window overran, causing the problem. Customer expressed concern about missed SLAs and lack of notification. Agent escalated the issue to engineering and promised an update within 30 minutes.",20,137,false,2.3,-47,"Phone",false,"complaint,escalation,manager"
"CALL-019","SF-SF-0033r00003hMYRAAA4","2026-04-22 15:05:00.000",156,"James Kelly","Outbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_019.mp4","Agent: Hi John, James Kelly calling back as promised. Good news - engineering has resolved the issue. Your warehouse is now active and processing the backlog. Customer: I can see data flowing again. How long for the backlog to clear? Agent: Based on the queue depth, approximately 45 minutes for full catch-up. Customer: OK that's acceptable. What about the missed SLA notification? Agent: I've raised an internal incident report and you'll receive a formal apology letter along with the SLA credit calculation. Our SLA team will have that to you by end of week. Customer: Appreciate the quick resolution James. The communication gap is what concerns me most. Agent: Completely understood. I'll make sure you're on the priority notification list going forward. Customer: Thanks. Talk soon.","The issue with John's warehouse has been resolved by engineering, and data is now flowing again. The backlog is estimated to clear in approximately 45 minutes. An internal incident report has been filed for the missed SLA notification, and a formal apology letter along with SLA credit calculation will be sent by end of the week. John expressed concern about communication gaps and was assured priority notification going forward.",66,107,true,4.3,96,"Phone",false,"login,password,access,technical"
"CALL-020","SF-SF-0033r00003hMYRAAA4","2026-05-05 11:00:00.000",520,"Maria Garcia","Inbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_020.mp4","Agent: Good morning, Maria speaking. Customer: Hi Maria, John Smith from Snowflake. I'm looking to expand our usage. We want to add Cortex AI to our subscription. Agent: Great to hear, John! Cortex AI has been very popular. Are you looking at specific features? Customer: Mainly the LLM functions for document analysis, and the Search service for our knowledge base. Agent: Perfect. Those are both part of the Cortex AI tier. For your current Enterprise plan, it's an add-on of €800 per month which includes up to 10 million tokens per month and 5 search services. Customer: What about the Analyst feature for text-to-SQL? Agent: That's included in the Cortex AI package as well. You'd get Analyst, Complete, Search, Summarize, and Translate all in one bundle. Customer: Excellent. Can we do a proof of concept first? Agent: Absolutely. I can set up a 30-day trial with full Cortex AI access at no charge. If you decide to proceed, we'd add it to your next renewal. Customer: Let's do that. Can you send the trial activation details to my email? Agent: Will do. I'll send that over today with documentation links and a getting-started guide. Anything else? Customer: No, that's great. Looking forward to trying it out. Agent: Wonderful. I'll follow up in two weeks to see how you're getting on. Have a great day, John.","Customer expressed interest in adding Cortex AI's document analysis and search services to their Snowflake subscription. Agent offered a 30-day free trial with full access to Cortex AI's Analyst, Complete, Search, Summarize, and Translate features. Customer agreed and requested trial activation details be sent to their email. Agent promised to follow up in two weeks.",63,51,true,4.5,96,"Email",false,"claim,status,processing,timeline"
"CALL-021","SF-SF-0033r00003hMYRAAA4","2026-05-19 16:20:00.000",198,"James Kelly","Outbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_021.mp4","Agent: Hi John, James Kelly. Just calling for our monthly check-in. How's everything going with the Cortex AI trial? Customer: Really well actually. We've built a contract search service that lets our legal team query documents in natural language. Game changer. Agent: That's fantastic. Are you using Cortex Search for that? Customer: Yes, combined with Summarize for the results. The team is very impressed. We'll definitely want to make this permanent. Agent: Great to hear. I'll prepare the add-on paperwork for your review. Any concerns with the current platform? Customer: No, everything's been stable since that incident in April. The SLA credits came through which we appreciated. Agent: Good. We've also improved our notification system since then. You should have received a test alert last week? Customer: Yes, got it. Much better. Agent: Perfect. I'll send over the Cortex AI contract addition this week. Customer: Sounds good. Thanks James.","The monthly check-in call between John and James Kelly discussed the successful use of Cortex AI for building a natural language contract search service. The team is impressed and plans to make it permanent. The platform has been stable since the incident in April, and improvements have been made to the notification system. The Cortex AI contract addition will be sent over this week.",40,46,true,4.5,66,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-022","SF-SF-0033r00003hMYRAAA4","2026-05-30 10:00:00.000",345,"Sarah O'Brien","Inbound","Neutral","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_022.mp4","Agent: Morning, Sarah here. How can I help? Customer: Hi Sarah, John Smith. Quick question about data residency. We're expanding into Germany and need to confirm all our data stays within the EU. Agent: Absolutely, John. Your account is configured for EU-West-1 in Ireland as the primary region. All compute and storage is within the EEA. Customer: What about the Cortex AI features we're trialling? Where does that processing happen? Agent: Cortex AI for EU accounts runs entirely within EU data centres. No data leaves the EEA for inference or embedding generation. Customer: Perfect. And if we wanted to add a secondary region for DR? Agent: We offer cross-region replication to EU-Central-1 in Frankfurt. It's real-time replication with automatic failover. I can get you pricing if you're interested? Customer: Yes, send me a quote for that. We'll need it for our German compliance audit. Agent: Will do. I'll include it with the Cortex AI contract paperwork James is preparing. Customer: Great, thanks Sarah.","Customer inquired about data residency for expanding into Germany. Agent confirmed primary region is in EU-West-1 in Ireland, with all compute and storage within EEA. Cortex AI features run within EU data centers, with no data leaving EEA. Customer requested a quote for adding a secondary region in Frankfurt for DR purposes.",60,112,true,3.0,28,"Chat",true,"login,password,access,technical"
"CALL-023","SF-00009050","2026-01-22 10:15:00.000",290,"Sarah O'Brien","Inbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_023.mp4","Agent: Good morning, Sarah here. How can I help? Customer: Hi Sarah, Dan Jones from Snowflake. I wanted to check on the status of our new data sharing setup. Agent: Hi Dan, let me pull up your account. I can see the data share was activated yesterday and your consumer accounts have access. Customer: Brilliant, that was fast. We've been trying to get this live for weeks on the old platform. Agent: Yes, Snowflake makes it much simpler. Is the data flowing correctly on the consumer side? Customer: Let me check... yes, I can see the tables refreshing. This is great. Our partners were asking about latency — how fresh is the shared data? Agent: It's near real-time. When you update your source tables, consumers see changes within seconds. There's no ETL or copy involved. Customer: Perfect. This is exactly what we needed. Thanks Sarah. Agent: You're welcome Dan. Give us a shout if you need anything else.","Customer Dan Jones checked on the status of his new data sharing setup with agent Sarah from Snowflake. The data share was activated the previous day, and consumer accounts had access. The data was flowing correctly and was near real-time. No ETL or copy was involved. Dan expressed satisfaction with the process, which was faster than on the old platform.",34,96,true,4.8,67,"Phone",true,"billing,invoice,payment,charges"
"CALL-024","SF-00009050","2026-02-14 14:30:00.000",380,"James Kelly","Inbound","Negative","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_024.mp4","Agent: James Kelly, how can I help? Customer: James, it's Dan Jones. We're having a problem with our Snowpipe. Data stopped loading about 2 hours ago and we have a client demo in an hour. Agent: I understand the urgency Dan. Let me look at your Snowpipe status. Which pipe is affected? Customer: The one pulling from our S3 bucket — CUSTOMER_EVENTS_PIPE. Agent: I can see it here. There's an error — it looks like the S3 event notifications stopped being delivered. This can happen if someone modified the bucket policy. Customer: We did update our IAM roles yesterday for a security audit. That must have broken it. Agent: That's likely the cause. You'll need to re-run the ALTER PIPE... REFRESH command after fixing the IAM trust policy. Shall I walk you through it? Customer: Actually yes, I'm under pressure here. Can you stay on the line? Agent: Absolutely. First, go to your AWS console and verify the SNS topic still has permission to publish to the SQS queue... [continues technical walkthrough] Customer: OK I've run the refresh. Data is flowing again. Agent: Excellent. You should see the backlog clear in about 10 minutes. Customer: Thanks James, lifesaver. Agent: Happy to help. Good luck with the demo!","Customer experienced an issue with their Snowpipe, which stopped loading data from an S3 bucket due to modified IAM roles. Agent helped the customer by guiding them through the process of refreshing the pipe after fixing the IAM trust policy, and the data started flowing again.",100,32,true,1.5,-15,"Phone",false,"billing,invoice,payment,charges"
"CALL-025","SF-00009050","2026-03-05 09:00:00.000",210,"Maria Garcia","Outbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_025.mp4","Agent: Hi Dan, Maria Garcia from the customer success team. Just doing our quarterly check-in. How are things going? Customer: Hey Maria, really well. We've been expanding our Snowflake usage across the team. Agent: Great to hear. I can see your compute usage has grown about 40% this quarter. Are you hitting any limits? Customer: No, the auto-scaling on the warehouses is working perfectly. We're running some pretty heavy ML training jobs now via Snowpark. Agent: That's exactly what it's designed for. Are you using Snowpark Container Services for the ML workloads? Customer: Not yet, but we're looking at it for our model serving. Can you set up a session with your solutions team? Agent: Absolutely. I'll schedule that for next week. Anything else on your radar? Customer: We want to explore Cortex AI for some of our text analytics. We're processing a lot of customer feedback. Agent: Perfect timing — we just launched Cortex Analyst for text-to-SQL. I'll include that in the demo. Customer: Sounds great. Thanks Maria.","Customer has been using Snowflake more extensively, with a 40% increase in compute usage this quarter. They're considering using Snowpark Container Services for ML workloads and are interested in Cortex AI for text analytics. Agent offers to schedule a session with the solutions team and includes Cortex Analyst in the demo.",13,30,true,4.5,90,"Phone",false,"complaint,escalation,manager"
"CALL-026","SF-00009050","2026-04-18 16:45:00.000",450,"Sarah O'Brien","Inbound","Neutral","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_026.mp4","Agent: Good afternoon, Sarah speaking. Customer: Hi Sarah, Dan Jones. Quick question about data residency. We're onboarding a new German client and need to confirm our data doesn't leave the EU. Agent: Hi Dan. Your account is on our EU-West-1 region in Ireland. All data at rest and in transit stays within the EEA. Customer: What about cross-region replication? If we set up a secondary in Frankfurt, does any data transit through the US? Agent: No, replication between EU regions stays within the EU network. The data never touches US infrastructure. Customer: And Cortex AI processing? Agent: All Cortex functions for EU accounts run on EU compute. No data is sent externally for inference. Customer: Good. Can you send me something in writing for our DPO? They need it for the DPIA. Agent: I'll email you our data residency whitepaper and the specific configuration details for your account. You should have it within the hour. Customer: Thanks Sarah, really helpful.","The customer, Dan Jones, inquired about data residency for a new German client, and was assured by the agent, Sarah, that their account is on EU-West-1 region in Ireland, with all data staying within the European Economic Area (EEA). No data transits through US infrastructure during cross-region replication or Cortex AI processing for EU accounts. The agent promised to send a data residency whitepaper and specific account details for the Data Protection Officer (DPO) within an hour.",46,130,true,4.1,39,"Phone",false,"claim,status,processing,timeline"
"CALL-027","SF-00009050","2026-05-28 11:30:00.000",175,"James Kelly","Outbound","Positive","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_027.mp4","Agent: Dan, James Kelly. Quick call about your renewal coming up in August. Customer: Hey James, yes I was going to call about that actually. We want to upgrade to the Business Critical tier. Agent: That's great news. Business Critical gives you the additional security features — customer-managed keys, private connectivity, HIPAA support. What's driving the upgrade? Customer: Our German client requires customer-managed encryption keys. And we want Tri-Secret Secure for the entire account. Agent: Makes sense. I'll prepare the upgrade proposal. You'd be looking at about a 25% premium over Enterprise. Customer: That's fine, we budgeted for it. Can we also lock in a 3-year term? Agent: Absolutely, that would give you a 15% multi-year discount on top. I'll work up the numbers and send them over by end of week. Customer: Perfect. Let's get it done before August. Agent: Will do. Talk soon Dan.","Customer is upgrading to Business Critical tier due to German client's requirement for customer-managed encryption keys and desire for Tri-Secret Secure. They are willing to pay a 25% premium and request a 3-year term for a 15% discount. Agent will prepare the proposal and send it by end of the week.",42,37,true,4.2,77,"Phone",false,"claim,status,processing,timeline"
"CALL-028","SF-SF-003VI00000OXA1SYAX","2025-07-02 14:00:00.000",556,"Emma Walsh","Outbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",6,33,true,3.4,44,"Phone",false,"login,password,access,technical"
"CALL-031","SF-SF-003VI00000JbZ2WYAV","2026-05-24 15:00:00.000",127,"James Kelly","Outbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",103,146,false,2.3,-26,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-032","SF-SF-003VI000011dVnfYAE","2026-05-11 12:00:00.000",164,"Maria Garcia","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",14,61,false,4.2,21,"Phone",false,"billing,invoice,payment,charges"
"CALL-033","SF-SF-003VI00000PDuZ6YAL","2026-04-28 09:00:00.000",201,"David Chen","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",96,121,true,4.1,63,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-035","SF-SF-0030Z00003XH4ozQAD","2026-04-02 13:00:00.000",275,"Patrick Murphy","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",17,38,true,3.6,29,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-036","SF-SF-003VI00000BMUiiYAH","2026-03-20 10:00:00.000",312,"Sarah O'Brien","Inbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",56,127,true,4.8,82,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-037","SF-SF-0033r00003wlAoKAAU","2026-03-07 17:00:00.000",349,"James Kelly","Outbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",96,141,false,2.1,-32,"Chat",false,"claim,status,processing,timeline"
"CALL-038","SF-SF-003VI0000123DiOYAU","2026-02-22 14:00:00.000",386,"Maria Garcia","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",46,32,true,3.4,20,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-039","SF-SF-003VI00000ehKFnYAM","2026-02-09 11:00:00.000",423,"David Chen","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",88,75,true,4.8,76,"Phone",false,"billing,invoice,payment,charges"
"CALL-040","SF-SF-0033r00003xvaH8AAI","2026-01-27 08:00:00.000",460,"Emma Walsh","Outbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",9,146,true,4.4,95,"Phone",false,"new-customer,onboarding,setup"
"CALL-041","SF-SF-003VI00000achW8YAI","2026-01-14 15:00:00.000",497,"Patrick Murphy","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",41,119,false,1.8,-22,"Chat",false,"feedback,satisfaction,recommendation"
"CALL-042","SF-SF-0033r00003vzsVQAAY","2026-01-01 12:00:00.000",534,"Sarah O'Brien","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",42,105,true,4.2,15,"Chat",false,"new-customer,onboarding,setup"
"CALL-043","SF-SF-003Do000009pfW7IAI","2025-12-19 09:00:00.000",571,"James Kelly","Outbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",13,112,true,4.8,97,"Phone",true,"new-customer,onboarding,setup"
"CALL-044","SF-SF-003VI00000eszaXYAQ","2025-12-06 16:00:00.000",68,"Maria Garcia","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",73,84,false,1.5,-46,"Email",false,"complaint,escalation,manager"
"CALL-045","SF-SF-003VI00000tVrmmYAC","2025-11-23 13:00:00.000",105,"David Chen","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",38,77,true,3.3,38,"Phone",false,"complaint,escalation,manager"
"CALL-046","SF-SF-0033r00003tEac5AAC","2025-11-10 10:00:00.000",142,"Emma Walsh","Outbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",99,76,true,4.5,76,"Phone",true,"billing,invoice,payment,charges"
"CALL-047","SF-SF-003Do00000Pwpu8IAB","2025-10-28 17:00:00.000",179,"Patrick Murphy","Inbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",27,100,false,1.3,-50,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-048","SF-SF-003VI00000OXA1SYAX","2025-10-15 14:00:00.000",216,"Sarah O'Brien","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",9,146,true,3.6,17,"Phone",false,"complaint,escalation,manager"
"CALL-049","SF-SF-003VI00000iSFFmYAO","2025-10-02 11:00:00.000",253,"James Kelly","Outbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",6,96,true,4.5,72,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-050","SF-SF-003Do00000NUwxrIAD","2025-09-19 08:00:00.000",290,"Maria Garcia","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",45,52,true,4.4,61,"Chat",false,"policy,renewal,upgrade,coverage"
"CALL-051","SF-SF-003VI00000JbZ2WYAV","2025-09-06 15:00:00.000",327,"David Chen","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",43,146,false,2.4,-31,"Phone",false,"new-customer,onboarding,setup"
"CALL-052","SF-SF-003VI000011dVnfYAE","2025-08-24 12:00:00.000",364,"Emma Walsh","Outbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",10,138,true,4.0,20,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-053","SF-SF-003VI00000PDuZ6YAL","2025-08-11 09:00:00.000",401,"Patrick Murphy","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",32,138,true,4.2,80,"Email",false,"policy,renewal,upgrade,coverage"
"CALL-054","SF-SF-003Do00000K5DKnIAN","2025-07-29 16:00:00.000",438,"Sarah O'Brien","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",33,112,false,1.4,-36,"Email",false,"policy,renewal,upgrade,coverage"
"CALL-055","SF-SF-0030Z00003XH4ozQAD","2025-07-16 13:00:00.000",475,"James Kelly","Outbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",8,36,true,2.9,10,"Phone",false,"billing,invoice,payment,charges"
"CALL-056","SF-SF-003VI00000BMUiiYAH","2025-07-03 10:00:00.000",512,"Maria Garcia","Inbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",81,55,true,4.1,85,"Phone",true,"billing,invoice,payment,charges"
"CALL-059","SF-SF-003VI00000ehKFnYAM","2026-05-25 11:00:00.000",83,"Patrick Murphy","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",18,42,true,4.7,94,"Phone",false,"complaint,escalation,manager"
"CALL-060","SF-SF-0033r00003xvaH8AAI","2026-05-12 08:00:00.000",120,"Sarah O'Brien","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",40,77,true,4.9,64,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-061","SF-SF-003VI00000achW8YAI","2026-04-29 15:00:00.000",157,"James Kelly","Outbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",30,98,false,1.1,-32,"Phone",false,"complaint,escalation,manager"
"CALL-062","SF-SF-0033r00003vzsVQAAY","2026-04-16 12:00:00.000",194,"Maria Garcia","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",53,110,false,3.0,33,"Phone",false,"claim,status,processing,timeline"
"CALL-063","SF-SF-003Do000009pfW7IAI","2026-04-03 09:00:00.000",231,"David Chen","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",43,104,true,4.7,96,"Phone",true,"new-customer,onboarding,setup"
