"WORD_ID","WORD","CATEGORY","SEVERITY"
804,"CVV","Financial","HIGH"
805,"CVC","Financial","HIGH"
806,"security code","Financial","HIGH"
807,"expiry date","Financial","MEDIUM"
808,"expiration date","Financial","MEDIUM"
809,"sort code","Financial","HIGH"
810,"account number","Financial","HIGH"
811,"routing number","Financial","HIGH"
812,"IBAN","Financial","HIGH"
813,"SWIFT code","Financial","HIGH"
814,"BIC code","Financial","HIGH"
815,"PIN number","Financial","HIGH"
816,"PIN code","Financial","HIGH"
817,"passcode","Financial","HIGH"
818,"password","Financial","HIGH"
819,"secret question","Financial","HIGH"
820,"security answer","Financial","HIGH"
821,"mothers maiden name","Financial","HIGH"
822,"date of birth","Financial","MEDIUM"
823,"national insurance","Financial","HIGH"
824,"social security","Financial","HIGH"
825,"tax identification","Financial","HIGH"
826,"PPS number","Financial","HIGH"
827,"passport number","Financial","HIGH"
828,"driving licence","Financial","HIGH"
829,"bank account","Financial","HIGH"
830,"bank details","Financial","HIGH"
831,"wire transfer","Financial","HIGH"
832,"bank transfer","Financial","HIGH"
833,"direct debit","Financial","MEDIUM"
834,"standing order","Financial","MEDIUM"
835,"payment details","Financial","HIGH"
836,"billing address","Financial","MEDIUM"
837,"four digits","Financial","HIGH"
838,"last four","Financial","HIGH"
839,"first six","Financial","HIGH"
840,"sixteen digits","Financial","HIGH"
841,"long number","Financial","HIGH"
842,"number on the front","Financial","HIGH"
843,"three digits on back","Financial","HIGH"
844,"chip and pin","Financial","MEDIUM"
845,"contactless limit","Financial","LOW"
846,"overdraft","Financial","MEDIUM"
847,"credit limit","Financial","MEDIUM"
848,"available balance","Financial","MEDIUM"
849,"outstanding balance","Financial","MEDIUM"
850,"minimum payment","Financial","LOW"
851,"interest rate","Financial","LOW"
852,"APR","Financial","LOW"
853,"annual fee","Financial","LOW"
854,"late payment fee","Financial","LOW"
855,"penalty charge","Financial","MEDIUM"
856,"unauthorized transaction","Financial","HIGH"
857,"fraudulent transaction","Financial","HIGH"
858,"suspicious activity","Financial","HIGH"
859,"identity theft","Financial","HIGH"
860,"identity fraud","Financial","HIGH"
861,"phishing","Financial","HIGH"
862,"vishing","Financial","HIGH"
863,"smishing","Financial","HIGH"
864,"social engineering","Financial","HIGH"
865,"impersonation","Financial","HIGH"
866,"account takeover","Financial","HIGH"
867,"compromised account","Financial","HIGH"
868,"stolen card","Financial","HIGH"
869,"lost card","Financial","HIGH"
870,"skimming","Financial","HIGH"
871,"cloning","Financial","HIGH"
872,"counterfeit card","Financial","HIGH"
873,"card not present","Financial","HIGH"
874,"chargeback","Financial","HIGH"
875,"dispute transaction","Financial","HIGH"
876,"refund fraud","Financial","HIGH"
877,"friendly fraud","Financial","HIGH"
878,"first-party fraud","Financial","HIGH"
879,"application fraud","Financial","HIGH"
880,"synthetic identity","Financial","HIGH"
881,"money mule","Financial","HIGH"
882,"advance fee fraud","Financial","HIGH"
883,"investment scam","Financial","HIGH"
884,"romance scam","Financial","HIGH"
885,"authorized push payment","Financial","HIGH"
886,"APP fraud","Financial","HIGH"
887,"bank impersonation","Financial","HIGH"
888,"police impersonation","Financial","HIGH"
889,"HMRC scam","Financial","HIGH"
890,"tax refund scam","Financial","HIGH"
891,"lottery scam","Financial","HIGH"
892,"inheritance scam","Financial","HIGH"
893,"cryptocurrency scam","Financial","HIGH"
894,"bitcoin fraud","Financial","HIGH"
895,"gift card scam","Financial","HIGH"
896,"voucher fraud","Financial","HIGH"
897,"premium rate scam","Financial","HIGH"
898,"subscription trap","Financial","HIGH"
899,"free trial scam","Financial","HIGH"
900,"debt collection scam","Financial","HIGH"
901,"bailiff scam","Financial","HIGH"
902,"utility scam","Financial","HIGH"
903,"energy scam","Financial","HIGH"
904,"insurance scam","Financial","HIGH"
905,"pension scam","Financial","HIGH"
906,"annuity fraud","Financial","HIGH"
907,"mis-selling","Financial","HIGH"
908,"PPI claim","Financial","HIGH"
909,"endowment mis-selling","Financial","HIGH"
910,"pension mis-selling","Financial","HIGH"
911,"mortgage fraud","Financial","HIGH"
912,"equity release scam","Financial","HIGH"
913,"loan shark","Financial","HIGH"
914,"unlicensed lending","Financial","HIGH"
915,"predatory lending","Financial","HIGH"
916,"usury","Financial","HIGH"
917,"excessive interest","Financial","HIGH"
918,"hidden charges","Financial","HIGH"
919,"undisclosed fees","Financial","HIGH"
920,"unfair charges","Financial","HIGH"
921,"disproportionate fees","Financial","HIGH"
922,"financial abuse","Financial","HIGH"
923,"economic abuse","Financial","HIGH"
924,"coercive control","Financial","HIGH"
925,"financial exploitation","Financial","HIGH"
926,"elder abuse","Financial","HIGH"
927,"vulnerable customer","Financial","HIGH"
928,"capacity concerns","Financial","HIGH"
929,"undue pressure","Financial","HIGH"
930,"cooling off period","Financial","MEDIUM"
931,"cancellation rights","Financial","MEDIUM"
932,"distance selling","Financial","MEDIUM"
933,"consumer credit act","Financial","MEDIUM"
934,"consumer rights act","Financial","MEDIUM"
935,"financial conduct authority","Financial","HIGH"
936,"FCA regulated","Financial","MEDIUM"
937,"PRA regulated","Financial","MEDIUM"
938,"FSCS protection","Financial","MEDIUM"
939,"financial services compensation","Financial","MEDIUM"
940,"deposit protection","Financial","MEDIUM"
941,"investor protection","Financial","MEDIUM"
942,"market abuse","Financial","HIGH"
943,"front running","Financial","HIGH"
944,"spoofing","Financial","HIGH"
945,"layering","Financial","HIGH"
946,"wash trading","Financial","HIGH"
947,"churning","Financial","HIGH"
948,"best execution","Financial","MEDIUM"
949,"suitability","Financial","MEDIUM"
950,"know your customer","Financial","MEDIUM"
951,"KYC","Financial","MEDIUM"
952,"anti money laundering","Financial","HIGH"
953,"AML","Financial","HIGH"
954,"suspicious activity report","Financial","HIGH"
955,"SAR","Financial","HIGH"
956,"politically exposed person","Financial","HIGH"
957,"PEP","Financial","HIGH"
958,"sanctions screening","Financial","HIGH"
959,"terrorist financing","Financial","HIGH"
960,"proliferation financing","Financial","HIGH"
961,"trade based laundering","Financial","HIGH"
962,"smurfing","Financial","HIGH"
963,"structuring","Financial","HIGH"
964,"placement","Financial","MEDIUM"
965,"layering stage","Financial","HIGH"
966,"integration stage","Financial","HIGH"
967,"beneficial owner","Financial","HIGH"
968,"ultimate beneficial owner","Financial","HIGH"
969,"shell company","Financial","HIGH"
970,"offshore account","Financial","HIGH"
971,"tax haven","Financial","HIGH"
972,"tax evasion","Financial","HIGH"
973,"tax avoidance","Financial","MEDIUM"
974,"aggressive tax planning","Financial","HIGH"
975,"transfer pricing","Financial","MEDIUM"
976,"profit shifting","Financial","HIGH"
977,"base erosion","Financial","HIGH"
978,"BEPS","Financial","HIGH"
979,"country by country reporting","Financial","MEDIUM"
980,"common reporting standard","Financial","MEDIUM"
981,"CRS","Financial","MEDIUM"
982,"FATCA","Financial","HIGH"
983,"automatic exchange","Financial","MEDIUM"
984,"voluntary disclosure","Financial","HIGH"
985,"tax amnesty","Financial","HIGH"
986,"penalty for non-disclosure","Financial","HIGH"
987,"deliberate and concealed","Financial","HIGH"
988,"reasonable care","Financial","MEDIUM"
989,"careless error","Financial","MEDIUM"
990,"discovery assessment","Financial","HIGH"
991,"enquiry","Financial","MEDIUM"
992,"investigation","Financial","HIGH"
993,"dawn raid","Financial","HIGH"
994,"search and seizure","Financial","HIGH"
995,"production order","Financial","HIGH"
996,"account freezing order","Financial","HIGH"
997,"unexplained wealth order","Financial","HIGH"
998,"civil recovery","Financial","HIGH"
999,"asset forfeiture","Financial","HIGH"
1000,"confiscation","Financial","HIGH"
1001,"restraint","Financial","HIGH"
1002,"receivership","Financial","HIGH"
1003,"insolvency","Financial","HIGH"
1004,"bankruptcy","Financial","HIGH"
1005,"liquidation","Financial","HIGH"
1006,"administration","Financial","MEDIUM"
1007,"creditors voluntary","Financial","HIGH"
1008,"compulsory winding up","Financial","HIGH"
1009,"petition for bankruptcy","Financial","HIGH"
1010,"individual voluntary arrangement","Financial","HIGH"
1011,"IVA","Financial","HIGH"
1012,"debt relief order","Financial","HIGH"
1013,"DRO","Financial","HIGH"
1014,"breathing space","Financial","MEDIUM"
1015,"moratorium","Financial","MEDIUM"
1016,"debt management plan","Financial","MEDIUM"
1017,"full and final settlement","Financial","HIGH"
1018,"token payment","Financial","MEDIUM"
1019,"write off","Financial","HIGH"
1020,"statute barred debt","Financial","HIGH"
1021,"credit file","Financial","MEDIUM"
1022,"credit score","Financial","MEDIUM"
1023,"credit reference","Financial","MEDIUM"
1024,"adverse credit","Financial","MEDIUM"
1025,"CCJ","Financial","HIGH"
1026,"county court judgment","Financial","HIGH"
1027,"default notice","Financial","HIGH"
1028,"arrears","Financial","MEDIUM"
1029,"in default","Financial","HIGH"
1030,"debt recovery","Financial","HIGH"
1031,"enforcement agent","Financial","HIGH"
1032,"high court writ","Financial","HIGH"
1033,"charging order","Financial","HIGH"
1034,"attachment of earnings","Financial","HIGH"
1035,"third party debt order","Financial","HIGH"
1036,"warrant of control","Financial","HIGH"
1037,"walking possession","Financial","HIGH"
1038,"controlled goods","Financial","HIGH"
1039,"exempt goods","Financial","MEDIUM"
1040,"vulnerability flag","Financial","HIGH"
1041,"hardship","Financial","MEDIUM"
1042,"financial difficulty","Financial","MEDIUM"
1043,"affordability","Financial","MEDIUM"
1044,"income and expenditure","Financial","MEDIUM"
1045,"priority debts","Financial","MEDIUM"
1046,"non priority debts","Financial","LOW"
1047,"secured debt","Financial","MEDIUM"
1048,"unsecured debt","Financial","MEDIUM"
1049,"guarantee","Financial","MEDIUM"
1050,"personal guarantee","Financial","HIGH"
1051,"joint liability","Financial","HIGH"
1052,"co-signer","Financial","HIGH"
1053,"surety","Financial","HIGH"
1054,"collateral","Financial","MEDIUM"
1055,"lien","Financial","HIGH"
1056,"pledge","Financial","MEDIUM"
1057,"hypothecation","Financial","MEDIUM"
1058,"subordination","Financial","MEDIUM"
1059,"pari passu","Financial","MEDIUM"
1060,"waterfall","Financial","LOW"
1061,"senior debt","Financial","MEDIUM"
1062,"junior debt","Financial","MEDIUM"
1063,"mezzanine","Financial","MEDIUM"
1064,"convertible note","Financial","MEDIUM"
1065,"debenture","Financial","MEDIUM"
1066,"bond default","Financial","HIGH"
1067,"credit event","Financial","HIGH"
1068,"cross default","Financial","HIGH"
1069,"acceleration clause","Financial","HIGH"
1070,"material adverse change","Financial","HIGH"
1071,"MAC clause","Financial","HIGH"
1072,"force majeure clause","Financial","MEDIUM"
1073,"hardship clause","Financial","MEDIUM"
1074,"change of control","Financial","HIGH"
1075,"drag along","Financial","MEDIUM"
1076,"tag along","Financial","MEDIUM"
1077,"pre-emption right","Financial","MEDIUM"
1078,"right of first refusal","Financial","MEDIUM"
1079,"anti-dilution","Financial","MEDIUM"
1080,"ratchet","Financial","MEDIUM"
1081,"liquidation preference","Financial","HIGH"
1082,"participating preferred","Financial","MEDIUM"
1083,"non-participating","Financial","LOW"
1084,"cap table","Financial","MEDIUM"
1085,"vesting schedule","Financial","MEDIUM"
1086,"cliff vesting","Financial","LOW"
1087,"good leaver bad leaver","Financial","HIGH"
1088,"compulsory transfer","Financial","HIGH"
1089,"squeeze out","Financial","HIGH"
1090,"minority buyout","Financial","HIGH"
1091,"unfair prejudice","Financial","HIGH"
1092,"derivative action","Financial","HIGH"
1093,"just and equitable winding up","Financial","HIGH"
1101,"personal data","GDPR","HIGH"
1102,"data subject","GDPR","HIGH"
1103,"right to erasure","GDPR","HIGH"
1104,"right to be forgotten","GDPR","HIGH"
1105,"data breach","GDPR","HIGH"
1106,"data protection","GDPR","MEDIUM"
1107,"consent","GDPR","MEDIUM"
1108,"data controller","GDPR","MEDIUM"
1109,"data processor","GDPR","MEDIUM"
1110,"subject access request","GDPR","HIGH"
1111,"SAR","GDPR","HIGH"
1112,"DPIA","GDPR","MEDIUM"
1113,"data protection officer","GDPR","MEDIUM"
1114,"DPO","GDPR","MEDIUM"
1115,"lawful basis","GDPR","MEDIUM"
1116,"legitimate interest","GDPR","MEDIUM"
1117,"right to rectification","GDPR","HIGH"
1118,"right to portability","GDPR","HIGH"
1119,"right to object","GDPR","HIGH"
1120,"profiling","GDPR","MEDIUM"
1121,"automated decision","GDPR","MEDIUM"
1122,"special category data","GDPR","HIGH"
1123,"sensitive personal data","GDPR","HIGH"
1124,"cross-border transfer","GDPR","HIGH"
1125,"adequacy decision","GDPR","MEDIUM"
1126,"standard contractual clauses","GDPR","MEDIUM"
1127,"privacy by design","GDPR","MEDIUM"
1128,"data minimisation","GDPR","MEDIUM"
1129,"storage limitation","GDPR","MEDIUM"
1130,"purpose limitation","GDPR","MEDIUM"
1131,"supervisory authority","GDPR","HIGH"
1132,"data protection commission","GDPR","HIGH"
1133,"ICO","GDPR","HIGH"
1134,"delete my data","GDPR","HIGH"
1135,"withdraw consent","GDPR","HIGH"
1136,"opt out","GDPR","MEDIUM"
1137,"unsubscribe","GDPR","MEDIUM"
1138,"privacy policy","GDPR","MEDIUM"
1139,"privacy notice","GDPR","MEDIUM"
1140,"data retention","GDPR","MEDIUM"
